Timestamp,1. How old are you?,Gender,GPA,Year,Home,UNITS,Attend,Lectures Do,OH,Study Time,"Homework Hours",Start assignments,35. Which of the following campus facilities do you use the most?,36. What kinds of clubs and extracurriculars do you partake in most?,37. How many clubs and organizations are you part of?,"39. On average, how many hours do you spend on clubs and extracurricular activities per week?",40. How many career / academic events have you attended this year?,49. What is your favorite beverage?,50. Do you crave certain foods when stressed?,Drinks,Intake,O,54. Do you experience any of the following side effects when consuming caffeine?,"56. On average, how many hours of sleep do you get per day?","57. On average, how would you rate the quality of your sleep?",Hub Hours
2/11/2023 14:09,20,Woman,3.0 - 3.49,Junior,Off Campus (4 - 30 mile radius),13,3,Listening without taking notes,3,8,14,3,"HUB / Dining Halls, Libraries / Study spaces, SRC",Religious / Cultural,1,2,2,Coffee,4,"Coffee, Soda",160,"Studying / Working on assignments, Socializing, After waking up","Dehydration, Dependency",7,4,4
2/11/2023 14:13,20,Man,3.0 - 3.49,Sophomore,Off Campus (31+ mile radius),18,4,Listening without taking notes,1,7,4,3,"Libraries / Study spaces, SRC",Sports / Physical Activity,2,0,0,Water,3,"Coffee, Energy drinks, Preworkout",320,"Working out, Studying / Working on assignments, After waking up","Dehydration, Dependency",7,2,0
2/11/2023 17:17,22,Woman,2.0 - 2.49,Senior,Off Campus (3 mile radius),13,4,Taking notes,2,6,4,3,Libraries / Study spaces,"Gaming, Sports / Physical Activity",1,5,0,beer,1,Coffee,40,"Working out, Studying / Working on assignments",Increased heart rate,7,3,4
2/12/2023 0:49,20,Woman,3.0 - 3.49,Junior,On Campus,13,4,Listening without taking notes,2,2,6,3,"Libraries / Study spaces, SRC","Academic / Professional, Community Service",3,3,2,medicine ball,1,"Coffee, Energy drinks, Tea",80,"Working out, Studying / Working on assignments","Dehydration, Insomnia",4,3,0
2/12/2023 6:49,25,Man,3.5 - 4.0,Junior,Off Campus (3 mile radius),14,5,Taking notes,3,10,18,3,"HUB / Dining Halls, Libraries / Study spaces",Academic / Professional,1,3,4,Red bull,4,Energy drinks,80,"Studying / Working on assignments, After waking up","Dehydration, Dependency, Headaches",6,3,6
2/12/2023 11:32,21,Man,3.0 - 3.49,Senior,Off Campus (3 mile radius),21,4,Listening without taking notes,0,5,5,4,"HUB / Dining Halls, Libraries / Study spaces, SRC","Academic / Professional, Sports / Physical Activity, Religious / Cultural",3,3,0,,3,"Coffee, Soda, Tea",0,Studying / Working on assignments,"Headaches, Increased heart rate, Insomnia",6,4,0
2/12/2023 12:31,22,Man,3.0 - 3.49,Senior,Off Campus (3 mile radius),12,2,Taking notes,0,0,10,4,"Libraries / Study spaces, SRC",Gaming,1,1,0,coffee,5,Coffee,450,Studying / Working on assignments,Dehydration,10,3,35
2/12/2023 22:05,22,Man,3.0 - 3.49,Senior,Off Campus (4 - 30 mile radius),12,5,Listening without taking notes,0,4,4,3,"Libraries / Study spaces, SRC","Academic / Professional, Social",2,3,0,,5,Energy drinks,300,"Working out, Studying / Working on assignments, After waking up","Dependency, Headaches, Increased heart rate",6,3,2
2/12/2023 23:13,21,Woman,3.0 - 3.49,Senior,Off Campus (31+ mile radius),12,5,Listening without taking notes,0,7,16,4,SRC,,,,,,1,,80,No particular ocassion,,6,3,
2/13/2023 15:17,21,Man,3.0 - 3.49,Senior,Off Campus (4 - 30 mile radius),16,5,Taking notes,0,0,2,5,Libraries / Study spaces,None,0,0,0,Mango Juice,5,"Coffee, Energy drinks",0,No particular ocassion,"Dehydration, Dependency",8,2,1
2/13/2023 15:21,21,Woman,3.5 - 4.0,Junior,On Campus,18,5,Taking notes,10,65,60,2,"Libraries / Study spaces, SRC","Art, Science, Sports / Physical Activity",2,4,25,water,1,Coffee,100,"Working out, Studying / Working on assignments, Socializing, After waking up, No particular ocassion","Dependency, Increased heart rate, Sleep deprivation",2,5,30
2/13/2023 15:21,20,Man,3.0 - 3.49,Junior,Off Campus (31+ mile radius),13,5,Listening without taking notes,1,6,5,3,Libraries / Study spaces,Religious / Cultural,0,0,0,Dr. Pepper,5,"Coffee, Energy drinks, Tea",40,"Working out, Studying / Working on assignments",Dehydration,6,2,2
2/13/2023 15:26,19,Man,3.0 - 3.49,Sophomore,On Campus,14,4,Taking notes,0,5,15,5,"HUB / Dining Halls, Libraries / Study spaces, SRC",Social,2,3,2,Alcohol,4,"Coffee, Tea",300,"Studying / Working on assignments, No particular ocassion",Headaches,7,5,2
2/13/2023 15:27,19,Man,3.0 - 3.49,Sophomore,Off Campus (3 mile radius),17,4,Taking notes,2,10,10,3,SRC,"Academic / Professional, Sports / Physical Activity",2,6,3,water,1,None,250,No particular ocassion,Insomnia,6,4,10
2/13/2023 15:27,20,Man,3.5 - 4.0,Junior,Off Campus (3 mile radius),13,5,Listening without taking notes,0,3,5,3,"Libraries / Study spaces, SRC","Science, Sports / Physical Activity",0,0,1,flavored sparkling water,5,Coffee,80,"Working out, Studying / Working on assignments",Dehydration,8,5,4
2/13/2023 16:31,19,Man,3.5 - 4.0,Sophomore,On Campus,17,5,Taking notes,0,7,12,4,"Libraries / Study spaces, SRC","Social, Sports / Physical Activity",2,5,0,root beer,2,"Tea, None",40,"Studying / Working on assignments, After waking up",Increased heart rate,6,3,3
2/13/2023 16:47,20,Man,3.5 - 4.0,Sophomore,On Campus,16,3,Taking notes,0,6,8,4,SRC,Sports / Physical Activity,1,0,0,Smoothie,,Energy drinks,,"Working out, Studying / Working on assignments, After waking up","Dependency, Increased heart rate, Insomnia, Sleep deprivation",6,4,15
2/13/2023 16:48,28,Woman,2.0 - 2.49,Senior,Off Campus (3 mile radius),16,2,Listening without taking notes,0,40,20,3,,,0,0,0,Latte,4,"Coffee, Energy drinks",80,Studying / Working on assignments,Sleep deprivation,9,3,4
2/13/2023 17:13,21,Man,2.5 - 2.99,Junior,Off Campus (3 mile radius),13,3,Taking notes,0,10,15,4,HUB / Dining Halls,Sports / Physical Activity,1,10,0,water,1,Coffee,80,"Studying / Working on assignments, Socializing, After waking up","Dehydration, Dependency, Headaches",5,2,5
2/13/2023 17:26,26,Woman,2.5 - 2.99,Senior,On Campus,16,1,Using your phone / computer,0,4,5,5,HUB / Dining Halls,Gaming,1,2,1,Sprite,5,Soda,1,No particular ocassion,,6,2,28
2/13/2023 17:44,21,Woman,3.0 - 3.49,Junior,Off Campus (4 - 30 mile radius),21,1,Using your phone / computer,,,,,,,,,,,,,80,,,,,
2/13/2023 19:03,38,Man,2.5 - 2.99,Senior,On Campus,12,3,Taking notes,2,15,25,3,Native American Student Programs office,"Academic / Professional, Political / Student Government",1,4,8,Sparkling water,3,Coffee,0,After waking up,Dehydration,7,3,1
2/13/2023 19:43,19,Man,2.5 - 2.99,Sophomore,Off Campus (3 mile radius),18,5,Listening without taking notes,0,2,5,5,"HUB / Dining Halls, SRC",Sports / Physical Activity,1,3,0,water,3,Coffee,80,"Studying / Working on assignments, No particular ocassion",,9,4,3
2/13/2023 19:52,28,Woman,3.5 - 4.0,Junior,Off Campus (3 mile radius),15,5,Taking notes,2,15,5,1,"HUB / Dining Halls, Libraries / Study spaces, SRC","Academic / Professional, Sports / Physical Activity",0,3,3,sparkling  water,4,"Soda, Tea",200,Studying / Working on assignments,Increased heart rate,5,4,3
2/13/2023 21:55,21,Man,3.0 - 3.49,Senior,Off Campus (3 mile radius),12,4,Using your phone / computer,0,4,8,4,"HUB / Dining Halls, Libraries / Study spaces","Academic / Professional, Social",3,4,3,tea,2,"Coffee, Energy drinks, Tea",50,"Studying / Working on assignments, After waking up","Dehydration, Dependency",6,4,0
2/13/2023 22:59,20,Man,3.0 - 3.49,Junior,Off Campus (3 mile radius),13,5,Taking notes,1,12,15,3,"Libraries / Study spaces, SRC","Academic / Professional, Religious / Cultural",2,2,2,Water,1,None,0,No particular ocassion,,6,2,6
2/13/2023 23:59,20,Man,2.5 - 2.99,Junior,Off Campus (4 - 30 mile radius),13,3,Listening without taking notes,0,10,10,4,"HUB / Dining Halls, Libraries / Study spaces, SRC","Art, Social, Sports / Physical Activity",1,5,0,tea,4,"Coffee, Soda, Tea",80,"Studying / Working on assignments, After waking up",Dependency,6,1,15
2/14/2023 1:51,20,Woman,3.5 - 4.0,Junior,On Campus,17,5,Taking notes,0,10,10,4,"HUB / Dining Halls, Libraries / Study spaces","Academic / Professional, Social",2,1,1,milk tea,5,"Coffee, Soda, Tea",200,"Studying / Working on assignments, After waking up",Dependency,7,3,2
2/14/2023 18:43,22,Man,3.0 - 3.49,Senior,Off Campus (3 mile radius),12,5,Listening without taking notes,1,7,9,3,"HUB / Dining Halls, Libraries / Study spaces, SRC",,0,0,1,Kombucha,4,"Coffee, Tea",50,After waking up,,6,2,26
